Sample1	Sample2	p_same	Model1	Model2	psame	pdiff	nummatch	nummismatch	numopphom	numhettohom	numhomtohet
GSM2392621.GSM2392621	GSM2392602.GSM2392602	-131.5	GSM2392621	GSM2392602	-239.2	-107.7	58	57	21	9	27
GSM2392621.GSM2392621	GSM2392603.GSM2392603	-143.4	GSM2392621	GSM2392603	-251.9	-108.5	54	62	22	14	26
GSM2392621.GSM2392621	GSM2392604.GSM2392604	-147.3	GSM2392621	GSM2392604	-261.3	-114.0	59	63	22	14	27
GSM2392621.GSM2392621	GSM2392605.GSM2392605	-150.0	GSM2392621	GSM2392605	-260.6	-110.6	55	63	22	14	27
GSM2392621.GSM2392621	GSM2392606.GSM2392606	45.3	GSM2392621	GSM2392606	-62.7	-107.9	124	3	0	1	2
GSM2392621.GSM2392621	GSM2392607.GSM2392607	46.5	GSM2392621	GSM2392607	-54.1	-100.6	118	1	0	1	0
GSM2392621.GSM2392621	GSM2392608.GSM2392608	45.0	GSM2392621	GSM2392608	-67.5	-112.5	128	4	0	1	3
GSM2392621.GSM2392621	GSM2392609.GSM2392609	43.2	GSM2392621	GSM2392609	-62.3	-105.4	121	3	0	1	2
GSM2392621.GSM2392621	GSM2392610.GSM2392610	48.0	GSM2392621	GSM2392610	-60.3	-108.4	125	2	0	1	1
GSM2392621.GSM2392621	GSM2392611.GSM2392611	50.6	GSM2392621	GSM2392611	-63.5	-114.1	131	3	0	1	2
GSM2392621.GSM2392621	GSM2392612.GSM2392612	45.6	GSM2392621	GSM2392612	-66.4	-112.0	128	3	0	1	2
GSM2392621.GSM2392621	GSM2392613.GSM2392613	45.9	GSM2392621	GSM2392613	-68.2	-114.0	130	4	0	1	3
GSM2392621.GSM2392621	GSM2392614.GSM2392614	43.1	GSM2392621	GSM2392614	-67.9	-111.0	126	4	0	2	2
GSM2392621.GSM2392621	GSM2392615.GSM2392615	44.7	GSM2392621	GSM2392615	-68.4	-113.1	127	5	0	2	3
GSM2392621.GSM2392621	GSM2392616.GSM2392616	51.4	GSM2392621	GSM2392616	-59.0	-110.3	128	1	0	1	0
GSM2392621.GSM2392621	GSM2392617.GSM2392617	48.2	GSM2392621	GSM2392617	-63.2	-111.4	129	2	0	1	1
GSM2392621.GSM2392621	GSM2392618.GSM2392618	47.1	GSM2392621	GSM2392618	-60.0	-107.1	124	2	0	1	1
GSM2392621.GSM2392621	GSM2392619.GSM2392619	52.0	GSM2392621	GSM2392619	-59.6	-111.6	129	1	0	1	0
GSM2392621.GSM2392621	GSM2392620.GSM2392620	42.9	GSM2392621	GSM2392620	-64.8	-107.7	123	3	0	1	2
GSM2392621.GSM2392621	GSM2392621.GSM2392621	66.0	GSM2392621	GSM2392621	-66.3	-132.2	141	0	0	0	0
GSM2392621.GSM2392621	GSM2392621.GSM2392621	66.0	GSM2392621	GSM2392621	-66.3	-132.2	141	0	0	0	0
GSM2392621.GSM2392621	GSM2392622.GSM2392622	50.4	GSM2392621	GSM2392622	-60.4	-110.8	128	2	0	1	1
GSM2392621.GSM2392621	GSM2392623.GSM2392623	46.5	GSM2392621	GSM2392623	-61.5	-108.0	125	2	0	1	1
GSM2392621.GSM2392621	GSM2392624.GSM2392624	48.6	GSM2392621	GSM2392624	-63.5	-112.1	129	2	0	1	1
GSM2392621.GSM2392621	GSM2392625.GSM2392625	51.3	GSM2392621	GSM2392625	-58.9	-110.3	129	1	0	0	1
GSM2392621.GSM2392621	GSM2392626.GSM2392626	40.7	GSM2392621	GSM2392626	-61.3	-102.0	115	4	0	3	1
GSM2392621.GSM2392621	GSM2392627.GSM2392627	45.6	GSM2392621	GSM2392627	-60.5	-106.1	123	2	0	1	1
GSM2392621.GSM2392621	GSM2392628.GSM2392628	41.8	GSM2392621	GSM2392628	-69.0	-110.9	125	5	0	4	1
GSM2392621.GSM2392621	GSM2392629.GSM2392629	49.7	GSM2392621	GSM2392629	-57.2	-106.9	124	1	0	0	1
GSM2392621.GSM2392621	CCLE_CAL51_BREAST.CCLE_CAL51_BREAST	-196.1	GSM2392621	CCLE_CAL51_BREAST	-316.4	-120.3	57	78	20	18	40
GSM2392621.GSM2392621	CCLE_CAL148_BREAST.CCLE_CAL148_BREAST	-233.0	GSM2392621	CCLE_CAL148_BREAST	-359.1	-126.0	51	87	24	26	37
GSM2392621.GSM2392621	DU4475_BREAST.CCLE_DU4475_BREAST	-202.0	GSM2392621	DU4475_BREAST	-321.9	-119.9	56	77	21	21	35
GSM2392621.GSM2392621	CCLE_HS742T_FIBROBLAST.CCLE_HS742T_FIBROBLAST	-148.4	GSM2392621	CCLE_HS742T_FIBROBLAST	-259.8	-111.4	65	62	19	9	34
GSM2392621.GSM2392621	UACC893_BREAST.CCLE_UACC893_BREAST	-184.1	GSM2392621	UACC893_BREAST	-307.3	-123.2	62	73	23	23	27
GSM2392621.GSM2392621	CCLE_HS281T_FIBROBLAST.CCLE_HS281T_FIBROBLAST	-182.5	GSM2392621	CCLE_HS281T_FIBROBLAST	-300.0	-117.5	63	71	13	17	41
GSM2392621.GSM2392621	CCLE_HS274T_FIBROBLAST.CCLE_HS274T_FIBROBLAST	-170.1	GSM2392621	CCLE_HS274T_FIBROBLAST	-289.4	-119.3	62	70	19	20	31
GSM2392621.GSM2392621	HS606T_FIBROBLAST.CCLE_HS606T_FIBROBLAST	-211.0	GSM2392621	HS606T_FIBROBLAST	-330.5	-119.5	54	81	16	21	44
GSM2392621.GSM2392621	CCLE_HS343T_FIBROBLAST.CCLE_HS343T_FIBROBLAST	-212.6	GSM2392621	CCLE_HS343T_FIBROBLAST	-333.2	-120.6	56	80	17	20	43
GSM2392621.GSM2392621	CCLE_MDAMB468_BREAST.CCLE_MDAMB468_BREAST	-191.0	GSM2392621	CCLE_MDAMB468_BREAST	-326.0	-135.0	62	77	44	25	8
GSM2392621.GSM2392621	MDAMB415_BREAST.CCLE_MDAMB415_BREAST	-215.2	GSM2392621	MDAMB415_BREAST	-336.6	-121.4	53	80	26	22	32
GSM2392621.GSM2392621	MDAMB436_BREAST.CCLE_MDAMB436_BREAST	-175.4	GSM2392621	MDAMB436_BREAST	-301.7	-126.3	63	71	27	28	16
GSM2392621.GSM2392621	CCLE_SKBR3_BREAST.CCLE_SKBR3_BREAST	-191.3	GSM2392621	CCLE_SKBR3_BREAST	-313.6	-122.3	58	74	31	19	24
GSM2392621.GSM2392621	CCLE_MCF7_BREAST.CCLE_MCF7_BREAST	33.1	GSM2392621	CCLE_MCF7_BREAST	-84.6	-117.7	131	8	0	1	7
GSM2392621.GSM2392621	CCLE_MDAMB175VII_BREAST.CCLE_MDAMB175VII_BREAST	-216.6	GSM2392621	CCLE_MDAMB175VII_BREAST	-341.4	-124.8	54	83	25	23	35
GSM2392621.GSM2392621	AU565_BREAST.CCLE_AU565_BREAST	-187.5	GSM2392621	AU565_BREAST	-312.5	-125.1	61	74	31	19	24
GSM2392621.GSM2392621	HCC1187_BREAST.CCLE_HCC1187_BREAST	-205.7	GSM2392621	HCC1187_BREAST	-336.1	-130.4	59	79	31	28	20
GSM2392621.GSM2392621	CCLE_HCC1143_BREAST.CCLE_HCC1143_BREAST	-176.3	GSM2392621	CCLE_HCC1143_BREAST	-306.1	-129.8	68	72	26	25	21
GSM2392621.GSM2392621	CCLE_HCC1419_BREAST.CCLE_HCC1419_BREAST	-213.3	GSM2392621	CCLE_HCC1419_BREAST	-331.5	-118.2	55	78	13	24	41
GSM2392621.GSM2392621	CCLE_HCC1395_BREAST.CCLE_HCC1395_BREAST	-157.0	GSM2392621	CCLE_HCC1395_BREAST	-286.8	-129.8	73	66	26	26	14
GSM2392621.GSM2392621	HCC2157_BREAST.CCLE_HCC2157_BREAST	-228.0	GSM2392621	HCC2157_BREAST	-362.2	-134.3	54	86	42	25	19
GSM2392621.GSM2392621	CCLE_KPL1_BREAST.CCLE_KPL1_BREAST	32.9	GSM2392621	CCLE_KPL1_BREAST	-84.7	-117.7	131	8	0	0	8
GSM2392621.GSM2392621	CCLE_BT20_BREAST.CCLE_BT20_BREAST	-177.6	GSM2392621	CCLE_BT20_BREAST	-307.4	-129.8	65	72	30	29	13
GSM2392621.GSM2392621	CCLE_HMC18_BREAST.CCLE_HMC18_BREAST	-227.7	GSM2392621	CCLE_HMC18_BREAST	-352.7	-125.0	46	85	34	29	22
GSM2392621.GSM2392621	HCC1954_BREAST.CCLE_HCC1954_BREAST	-208.3	GSM2392621	HCC1954_BREAST	-336.5	-128.2	58	82	29	20	33
GSM2392621.GSM2392621	CCLE_HCC202_BREAST.CCLE_HCC202_BREAST	-160.9	GSM2392621	CCLE_HCC202_BREAST	-284.8	-123.9	70	65	20	26	19
GSM2392621.GSM2392621	HCC1806_BREAST.CCLE_HCC1806_BREAST	-226.4	GSM2392621	HCC1806_BREAST	-362.0	-135.5	52	87	40	34	13
GSM2392621.GSM2392621	HCC1937_BREAST.CCLE_HCC1937_BREAST	-170.5	GSM2392621	HCC1937_BREAST	-303.2	-132.7	72	69	27	29	13
GSM2392621.GSM2392621	BT474_BREAST.CCLE_BT474_BREAST	-185.8	GSM2392621	BT474_BREAST	-309.3	-123.5	63	72	19	26	27
GSM2392621.GSM2392621	CCLE_HMEL_BREAST.CCLE_HMEL_BREAST	-252.8	GSM2392621	CCLE_HMEL_BREAST	-377.3	-124.5	47	93	22	20	51
GSM2392621.GSM2392621	CCLE_ZR751_BREAST.CCLE_ZR751_BREAST	-209.0	GSM2392621	CCLE_ZR751_BREAST	-330.4	-121.5	50	78	31	29	18
GSM2392621.GSM2392621	ZR7530_BREAST.CCLE_ZR7530_BREAST	-241.5	GSM2392621	ZR7530_BREAST	-365.9	-124.4	46	89	26	28	35
GSM2392621.GSM2392621	CAL120_BREAST.CCLE_CAL120_BREAST	-180.5	GSM2392621	CAL120_BREAST	-307.3	-126.8	64	72	29	23	20
GSM2392621.GSM2392621	CCLE_HDQP1_BREAST.CCLE_HDQP1_BREAST	-188.1	GSM2392621	CCLE_HDQP1_BREAST	-318.0	-129.9	63	75	33	23	19
GSM2392621.GSM2392621	EFM19_BREAST.CCLE_EFM19_BREAST	-163.6	GSM2392621	EFM19_BREAST	-287.4	-123.8	70	66	21	21	24
GSM2392621.GSM2392621	CCLE_EFM192A_BREAST.CCLE_EFM192A_BREAST	-174.7	GSM2392621	CCLE_EFM192A_BREAST	-302.1	-127.3	67	71	25	24	22
GSM2392621.GSM2392621	UACC812_BREAST.CCLE_UACC812_BREAST	-197.3	GSM2392621	UACC812_BREAST	-313.5	-116.2	50	75	29	24	22
GSM2392621.GSM2392621	CCLE_HS578T_BREAST.CCLE_HS578T_BREAST	-235.2	GSM2392621	CCLE_HS578T_BREAST	-357.4	-122.2	45	88	23	29	36
GSM2392621.GSM2392621	HCC70_BREAST.CCLE_HCC70_BREAST	-246.8	GSM2392621	HCC70_BREAST	-375.6	-128.8	46	89	36	27	26
GSM2392621.GSM2392621	HCC38_BREAST.CCLE_HCC38_BREAST	-193.7	GSM2392621	HCC38_BREAST	-324.2	-130.5	65	75	26	27	22
GSM2392621.GSM2392621	CAL851_BREAST.CCLE_CAL851_BREAST	-218.7	GSM2392621	CAL851_BREAST	-349.3	-130.6	54	83	37	26	20
GSM2392621.GSM2392621	CCLE_CAMA1_BREAST.CCLE_CAMA1_BREAST	-199.7	GSM2392621	CCLE_CAMA1_BREAST	-321.3	-121.6	59	77	18	22	37
GSM2392621.GSM2392621	CCLE_JIMT1_BREAST.CCLE_JIMT1_BREAST	-202.0	GSM2392621	CCLE_JIMT1_BREAST	-329.7	-127.7	60	78	28	23	27
GSM2392621.GSM2392621	CCLE_MDAMB453_BREAST.CCLE_MDAMB453_BREAST	-167.9	GSM2392621	CCLE_MDAMB453_BREAST	-290.6	-122.7	69	68	15	23	30
GSM2392621.GSM2392621	MDAMB361_BREAST.CCLE_MDAMB361_BREAST	-190.0	GSM2392621	MDAMB361_BREAST	-305.0	-115.0	57	75	17	14	44
GSM2392621.GSM2392621	CCLE_MDAMB134VI_BREAST.CCLE_MDAMB134VI_BREAST	-184.5	GSM2392621	CCLE_MDAMB134VI_BREAST	-305.3	-120.9	60	73	18	24	31
GSM2392621.GSM2392621	MDAMB157_BREAST.CCLE_MDAMB157_BREAST	-234.9	GSM2392621	MDAMB157_BREAST	-368.3	-133.4	47	89	48	27	14
GSM2392621.GSM2392621	MDAMB231_BREAST.CCLE_MDAMB231_BREAST	-182.3	GSM2392621	MDAMB231_BREAST	-305.6	-123.3	63	72	23	20	29
GSM2392621.GSM2392621	CCLE_HS739T_FIBROBLAST.CCLE_HS739T_FIBROBLAST	-245.4	GSM2392621	CCLE_HS739T_FIBROBLAST	-369.5	-124.1	44	90	28	27	35
GSM2392621.GSM2392621	T47D_BREAST.CCLE_T47D_BREAST	-183.8	GSM2392621	T47D_BREAST	-312.2	-128.4	63	74	26	30	18
GSM2392621.GSM2392621	CCLE_HCC1428_BREAST.CCLE_HCC1428_BREAST	-189.0	GSM2392621	CCLE_HCC1428_BREAST	-317.7	-128.8	64	74	28	26	20
GSM2392621.GSM2392621	HCC2218_BREAST.CCLE_HCC2218_BREAST	-180.5	GSM2392621	HCC2218_BREAST	-302.6	-122.0	64	69	21	25	23
GSM2392621.GSM2392621	CCLE_HCC1500_BREAST.CCLE_HCC1500_BREAST	-262.8	GSM2392621	CCLE_HCC1500_BREAST	-393.1	-130.4	41	96	39	27	30
GSM2392621.GSM2392621	CCLE_HCC1569_BREAST.CCLE_HCC1569_BREAST	-230.2	GSM2392621	CCLE_HCC1569_BREAST	-361.3	-131.1	52	86	33	31	22
GSM2392621.GSM2392621	HCC1599_BREAST.CCLE_HCC1599_BREAST	-168.6	GSM2392621	HCC1599_BREAST	-294.3	-125.8	70	70	20	19	31
GSM2392621.GSM2392621	CCLE_BT483_BREAST.CCLE_BT483_BREAST	-175.1	GSM2392621	CCLE_BT483_BREAST	-297.7	-122.6	69	69	18	17	34
GSM2392621.GSM2392621	CCLE_BT549_BREAST.CCLE_BT549_BREAST	-179.7	GSM2392621	CCLE_BT549_BREAST	-306.8	-127.1	65	71	24	29	18
GSM2392622.GSM2392622	GSM2392582.GSM2392582	-164.8	GSM2392622	GSM2392582	-280.9	-116.1	58	67	21	17	29
GSM2392622.GSM2392622	GSM2392583.GSM2392583	-159.1	GSM2392622	GSM2392583	-268.9	-109.8	54	64	20	16	28
GSM2392622.GSM2392622	GSM2392584.GSM2392584	-165.3	GSM2392622	GSM2392584	-282.3	-117.0	59	67	21	17	29
GSM2392622.GSM2392622	GSM2392585.GSM2392585	-161.3	GSM2392622	GSM2392585	-274.8	-113.4	57	65	20	15	30
GSM2392622.GSM2392622	GSM2392586.GSM2392586	-168.9	GSM2392622	GSM2392586	-285.9	-117.1	58	69	21	18	30
GSM2392622.GSM2392622	GSM2392587.GSM2392587	-165.0	GSM2392622	GSM2392587	-284.8	-119.8	62	67	21	17	29
GSM2392622.GSM2392622	GSM2392588.GSM2392588	-178.1	GSM2392622	GSM2392588	-298.0	-119.9	59	70	21	18	31
GSM2392622.GSM2392622	GSM2392589.GSM2392589	-156.8	GSM2392622	GSM2392589	-272.1	-115.3	59	65	21	15	29
GSM2392622.GSM2392622	GSM2392590.GSM2392590	-155.8	GSM2392622	GSM2392590	-270.7	-114.9	60	63	21	14	28
GSM2392622.GSM2392622	GSM2392591.GSM2392591	-133.5	GSM2392622	GSM2392591	-243.9	-110.4	60	58	21	11	26
GSM2392622.GSM2392622	GSM2392592.GSM2392592	-155.8	GSM2392622	GSM2392592	-274.4	-118.6	62	66	20	15	31
GSM2392622.GSM2392622	GSM2392593.GSM2392593	-151.1	GSM2392622	GSM2392593	-267.2	-116.1	60	64	21	14	29
GSM2392622.GSM2392622	GSM2392594.GSM2392594	-165.2	GSM2392622	GSM2392594	-286.1	-120.8	62	69	21	17	31
GSM2392622.GSM2392622	GSM2392595.GSM2392595	-163.4	GSM2392622	GSM2392595	-281.4	-117.9	60	67	21	16	30
GSM2392622.GSM2392622	GSM2392596.GSM2392596	-162.8	GSM2392622	GSM2392596	-281.8	-118.9	59	68	24	15	29
GSM2392622.GSM2392622	GSM2392597.GSM2392597	-164.1	GSM2392622	GSM2392597	-281.4	-117.2	58	68	21	18	29
GSM2392622.GSM2392622	GSM2392598.GSM2392598	-158.3	GSM2392622	GSM2392598	-273.3	-115.1	58	65	21	16	28
GSM2392622.GSM2392622	GSM2392599.GSM2392599	-162.5	GSM2392622	GSM2392599	-280.5	-118.0	61	66	20	18	28
GSM2392622.GSM2392622	GSM2392600.GSM2392600	-155.6	GSM2392622	GSM2392600	-270.1	-114.5	57	65	22	15	28
GSM2392622.GSM2392622	GSM2392601.GSM2392601	-162.3	GSM2392622	GSM2392601	-276.7	-114.3	57	66	22	17	27
GSM2392622.GSM2392622	GSM2392602.GSM2392602	-141.9	GSM2392622	GSM2392602	-256.9	-115.0	63	61	20	13	28
GSM2392622.GSM2392622	GSM2392603.GSM2392603	-156.9	GSM2392622	GSM2392603	-272.0	-115.1	60	64	20	16	28
GSM2392622.GSM2392622	GSM2392604.GSM2392604	-162.0	GSM2392622	GSM2392604	-281.2	-119.2	61	67	21	18	28
GSM2392622.GSM2392622	GSM2392605.GSM2392605	-156.1	GSM2392622	GSM2392605	-268.7	-112.6	57	64	20	17	27
GSM2392622.GSM2392622	GSM2392606.GSM2392606	55.9	GSM2392622	GSM2392606	-58.7	-114.6	134	1	0	0	1
GSM2392622.GSM2392622	GSM2392607.GSM2392607	51.5	GSM2392622	GSM2392607	-56.8	-108.3	126	2	0	2	0
GSM2392622.GSM2392622	GSM2392608.GSM2392608	54.3	GSM2392622	GSM2392608	-65.0	-119.3	136	4	0	2	2
GSM2392622.GSM2392622	GSM2392609.GSM2392609	55.2	GSM2392622	GSM2392609	-55.5	-110.6	131	0	0	0	0
GSM2392622.GSM2392622	GSM2392610.GSM2392610	56.6	GSM2392622	GSM2392610	-59.5	-116.1	136	1	0	1	0
GSM2392622.GSM2392622	GSM2392611.GSM2392611	58.9	GSM2392622	GSM2392611	-62.2	-121.2	141	1	0	0	1
GSM2392622.GSM2392622	GSM2392612.GSM2392612	54.5	GSM2392622	GSM2392612	-65.2	-119.7	138	3	0	1	2
GSM2392622.GSM2392622	GSM2392613.GSM2392613	53.2	GSM2392622	GSM2392613	-69.4	-122.6	139	5	0	2	3
GSM2392622.GSM2392622	GSM2392614.GSM2392614	53.5	GSM2392622	GSM2392614	-67.1	-120.6	137	4	0	1	3
GSM2392622.GSM2392622	GSM2392615.GSM2392615	52.6	GSM2392622	GSM2392615	-67.6	-120.3	137	4	0	2	2
GSM2392622.GSM2392622	GSM2392616.GSM2392616	52.1	GSM2392622	GSM2392616	-64.9	-117.0	133	3	0	2	1
GSM2392622.GSM2392622	GSM2392617.GSM2392617	51.4	GSM2392622	GSM2392617	-64.1	-115.4	132	3	0	2	1
GSM2392622.GSM2392622	GSM2392618.GSM2392618	53.6	GSM2392622	GSM2392618	-59.2	-112.7	132	1	0	0	1
GSM2392622.GSM2392622	GSM2392619.GSM2392619	53.3	GSM2392622	GSM2392619	-62.4	-115.7	132	3	0	2	1
GSM2392622.GSM2392622	GSM2392620.GSM2392620	51.2	GSM2392622	GSM2392620	-61.1	-112.4	130	2	0	1	1
GSM2392622.GSM2392622	GSM2392621.GSM2392621	50.4	GSM2392622	GSM2392621	-60.4	-110.8	128	2	0	1	1
GSM2392622.GSM2392622	GSM2392622.GSM2392622	68.6	GSM2392622	GSM2392622	-69.2	-137.8	148	0	0	0	0
GSM2392622.GSM2392622	GSM2392622.GSM2392622	68.6	GSM2392622	GSM2392622	-69.2	-137.8	148	0	0	0	0
GSM2392622.GSM2392622	GSM2392623.GSM2392623	56.3	GSM2392622	GSM2392623	-56.5	-112.8	133	0	0	0	0
GSM2392622.GSM2392622	GSM2392624.GSM2392624	58.1	GSM2392622	GSM2392624	-58.2	-116.3	136	0	0	0	0
GSM2392622.GSM2392622	GSM2392625.GSM2392625	57.7	GSM2392622	GSM2392625	-60.6	-118.3	139	1	0	0	1
GSM2392622.GSM2392622	GSM2392626.GSM2392626	50.3	GSM2392622	GSM2392626	-58.6	-108.9	124	3	0	2	1
GSM2392622.GSM2392622	GSM2392627.GSM2392627	54.8	GSM2392622	GSM2392627	-57.4	-112.1	131	1	0	0	1
GSM2392622.GSM2392622	GSM2392628.GSM2392628	47.0	GSM2392622	GSM2392628	-70.9	-117.9	132	6	0	4	2
GSM2392622.GSM2392622	GSM2392629.GSM2392629	54.5	GSM2392622	GSM2392629	-57.3	-111.9	130	1	0	0	1
GSM2392622.GSM2392622	CCLE_CAL51_BREAST.CCLE_CAL51_BREAST	-194.1	GSM2392622	CCLE_CAL51_BREAST	-319.6	-125.5	63	78	19	22	37
GSM2392622.GSM2392622	CCLE_CAL148_BREAST.CCLE_CAL148_BREAST	-217.8	GSM2392622	CCLE_CAL148_BREAST	-349.5	-131.8	63	83	20	28	35
GSM2392622.GSM2392622	DU4475_BREAST.CCLE_DU4475_BREAST	-211.4	GSM2392622	DU4475_BREAST	-334.5	-123.1	57	81	19	24	38
GSM2392622.GSM2392622	CCLE_HS742T_FIBROBLAST.CCLE_HS742T_FIBROBLAST	-157.7	GSM2392622	CCLE_HS742T_FIBROBLAST	-272.8	-115.2	65	67	18	13	36
GSM2392622.GSM2392622	UACC893_BREAST.CCLE_UACC893_BREAST	-194.7	GSM2392622	UACC893_BREAST	-323.9	-129.3	64	78	22	28	28
GSM2392622.GSM2392622	CCLE_HS281T_FIBROBLAST.CCLE_HS281T_FIBROBLAST	-188.4	GSM2392622	CCLE_HS281T_FIBROBLAST	-310.4	-122.0	66	73	14	20	39
GSM2392622.GSM2392622	CCLE_HS274T_FIBROBLAST.CCLE_HS274T_FIBROBLAST	-182.4	GSM2392622	CCLE_HS274T_FIBROBLAST	-306.3	-123.9	65	73	19	21	33
GSM2392622.GSM2392622	HS606T_FIBROBLAST.CCLE_HS606T_FIBROBLAST	-223.5	GSM2392622	HS606T_FIBROBLAST	-347.6	-124.0	54	86	16	25	45
GSM2392622.GSM2392622	CCLE_HS343T_FIBROBLAST.CCLE_HS343T_FIBROBLAST	-204.1	GSM2392622	CCLE_HS343T_FIBROBLAST	-328.9	-124.8	63	78	17	21	40
GSM2392622.GSM2392622	CCLE_MDAMB468_BREAST.CCLE_MDAMB468_BREAST	-188.6	GSM2392622	CCLE_MDAMB468_BREAST	-328.8	-140.2	67	78	45	26	7
GSM2392622.GSM2392622	MDAMB415_BREAST.CCLE_MDAMB415_BREAST	-221.1	GSM2392622	MDAMB415_BREAST	-348.0	-126.9	56	84	25	25	34
GSM2392622.GSM2392622	MDAMB436_BREAST.CCLE_MDAMB436_BREAST	-190.4	GSM2392622	MDAMB436_BREAST	-322.3	-131.9	65	75	28	32	15
GSM2392622.GSM2392622	CCLE_SKBR3_BREAST.CCLE_SKBR3_BREAST	-199.0	GSM2392622	CCLE_SKBR3_BREAST	-327.7	-128.7	63	77	28	24	25
GSM2392622.GSM2392622	CCLE_MCF7_BREAST.CCLE_MCF7_BREAST	41.7	GSM2392622	CCLE_MCF7_BREAST	-82.1	-123.8	139	8	0	1	7
GSM2392622.GSM2392622	CCLE_MDAMB175VII_BREAST.CCLE_MDAMB175VII_BREAST	-238.4	GSM2392622	CCLE_MDAMB175VII_BREAST	-371.2	-132.8	53	91	30	28	33
GSM2392622.GSM2392622	AU565_BREAST.CCLE_AU565_BREAST	-191.7	GSM2392622	AU565_BREAST	-323.2	-131.5	66	77	28	24	25
GSM2392622.GSM2392622	HCC1187_BREAST.CCLE_HCC1187_BREAST	-216.1	GSM2392622	HCC1187_BREAST	-353.0	-136.8	61	84	32	32	20
GSM2392622.GSM2392622	CCLE_HCC1143_BREAST.CCLE_HCC1143_BREAST	-178.1	GSM2392622	CCLE_HCC1143_BREAST	-312.7	-134.6	71	74	26	29	19
GSM2392622.GSM2392622	CCLE_HCC1419_BREAST.CCLE_HCC1419_BREAST	-219.1	GSM2392622	CCLE_HCC1419_BREAST	-345.0	-125.9	57	84	17	25	42
GSM2392622.GSM2392622	CCLE_HCC1395_BREAST.CCLE_HCC1395_BREAST	-167.8	GSM2392622	CCLE_HCC1395_BREAST	-303.0	-135.2	74	70	29	29	12
GSM2392622.GSM2392622	HCC2157_BREAST.CCLE_HCC2157_BREAST	-236.2	GSM2392622	HCC2157_BREAST	-376.0	-139.8	55	91	44	28	19
GSM2392622.GSM2392622	CCLE_KPL1_BREAST.CCLE_KPL1_BREAST	40.9	GSM2392622	CCLE_KPL1_BREAST	-82.0	-122.9	138	8	0	0	8
GSM2392622.GSM2392622	CCLE_BT20_BREAST.CCLE_BT20_BREAST	-189.3	GSM2392622	CCLE_BT20_BREAST	-323.3	-134.0	68	75	27	32	16
GSM2392622.GSM2392622	CCLE_HMC18_BREAST.CCLE_HMC18_BREAST	-223.3	GSM2392622	CCLE_HMC18_BREAST	-351.7	-128.4	52	84	32	30	22
GSM2392622.GSM2392622	HCC1954_BREAST.CCLE_HCC1954_BREAST	-211.0	GSM2392622	HCC1954_BREAST	-344.3	-133.3	64	83	28	21	34
GSM2392622.GSM2392622	CCLE_HCC202_BREAST.CCLE_HCC202_BREAST	-162.1	GSM2392622	CCLE_HCC202_BREAST	-291.8	-129.7	76	66	20	28	18
GSM2392622.GSM2392622	HCC1806_BREAST.CCLE_HCC1806_BREAST	-241.5	GSM2392622	HCC1806_BREAST	-382.3	-140.8	54	91	41	36	14
GSM2392622.GSM2392622	HCC1937_BREAST.CCLE_HCC1937_BREAST	-173.8	GSM2392622	HCC1937_BREAST	-311.3	-137.6	75	71	28	32	11
GSM2392622.GSM2392622	BT474_BREAST.CCLE_BT474_BREAST	-192.6	GSM2392622	BT474_BREAST	-321.6	-129.0	64	77	19	30	28
GSM2392622.GSM2392622	CCLE_HMEL_BREAST.CCLE_HMEL_BREAST	-249.7	GSM2392622	CCLE_HMEL_BREAST	-378.7	-129.0	52	93	24	20	49
GSM2392622.GSM2392622	CCLE_ZR751_BREAST.CCLE_ZR751_BREAST	-220.5	GSM2392622	CCLE_ZR751_BREAST	-348.2	-127.6	52	84	30	32	22
GSM2392622.GSM2392622	ZR7530_BREAST.CCLE_ZR7530_BREAST	-261.1	GSM2392622	ZR7530_BREAST	-392.4	-131.3	45	97	29	32	36
GSM2392622.GSM2392622	CAL120_BREAST.CCLE_CAL120_BREAST	-180.7	GSM2392622	CAL120_BREAST	-312.2	-131.5	67	75	29	25	21
GSM2392622.GSM2392622	CCLE_HDQP1_BREAST.CCLE_HDQP1_BREAST	-195.4	GSM2392622	CCLE_HDQP1_BREAST	-329.9	-134.5	67	77	30	29	18
GSM2392622.GSM2392622	EFM19_BREAST.CCLE_EFM19_BREAST	-174.8	GSM2392622	EFM19_BREAST	-304.5	-129.7	70	73	22	24	27
GSM2392622.GSM2392622	CCLE_EFM192A_BREAST.CCLE_EFM192A_BREAST	-185.9	GSM2392622	CCLE_EFM192A_BREAST	-320.6	-134.6	70	76	25	29	22
GSM2392622.GSM2392622	UACC812_BREAST.CCLE_UACC812_BREAST	-194.7	GSM2392622	UACC812_BREAST	-317.1	-122.5	57	75	31	25	19
GSM2392622.GSM2392622	CCLE_HS578T_BREAST.CCLE_HS578T_BREAST	-230.5	GSM2392622	CCLE_HS578T_BREAST	-355.9	-125.4	52	86	22	28	36
GSM2392622.GSM2392622	HCC70_BREAST.CCLE_HCC70_BREAST	-244.6	GSM2392622	HCC70_BREAST	-378.0	-133.4	51	89	35	31	23
GSM2392622.GSM2392622	HCC38_BREAST.CCLE_HCC38_BREAST	-204.0	GSM2392622	HCC38_BREAST	-341.1	-137.1	66	80	31	31	18
